Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_DMSO_20240304160237.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_Torin1.mzML
P15531	P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	1.99618e+06	1.746e+06	1.59185e+06	2.09938e+06	1.76098e+06	1.97518e+06		1.42585e+06	1.595e+06	1.91011e+06	1.85239e+06	2.22883e+06		1.5464e+06	1.8887e+06	1.92492e+06	2.06646e+06	1.77772e+06
P15531;P22392	P22392;O60361;P15531	NDKA_HUMAN;NDKB_HUMAN	NME1;NME2	Nucleoside diphosphate kinase A	8.4449e+06	9.05989e+06	1.15622e+07	8.30124e+06	9.47813e+06	1.12707e+07	6.46434e+06	5.70825e+06	8.41025e+06	1.03726e+07	1.00145e+07	1.17744e+07	7.85574e+06	1.1106e+07	8.43019e+06	1.09022e+07	9.02622e+06	1.10998e+07
P15559	P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1	942235	956078	768714	1.08914e+06	1.96804e+06	809317	928016	1.31009e+06	1.02048e+06	717426	1.38503e+06	1.28284e+06	1.32868e+06	510689	996279	713726	1.52171e+06	1.61601e+06
P15586	P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	439185	362599	658928	466971	1.12058e+06	840185	780294	395368	627582	448610	1.29784e+06	957195		748485	705108	712128	1.54512e+06	964912
P15880	P15880	RS2_HUMAN	RPS2	40S ribosomal protein S2	2.2526e+06	2.42747e+06	1.67364e+06	2.36579e+06	1.20602e+06	728566	2.55989e+06	2.37879e+06	2.69006e+06	2.23041e+06	1.06061e+06	857969	5.17193e+06	1.36686e+06	2.30279e+06	2.05406e+06	921985	1.01476e+06
P15924	P15924	DESP_HUMAN	DSP	Desmoplakin	9.29886e+06	4.82028e+06	656008	1.00375e+07	674024	383132	2.88444e+06	1.62919e+06	959742	1.35489e+06	317874	1.00926e+06		9.32823e+06	301141	881287	344749	1.52976e+06
P16035	P16035	TIMP2_HUMAN	TIMP2	Metalloproteinase inhibitor 2	752226	401149	2.87694e+06	3.82394e+06	4.51214e+06	7.89965e+06	1.93527e+06	1.89615e+06	2.60723e+06	2.91524e+06	5.1646e+06	7.95219e+06	1.87093e+06	2.20693e+06	2.90395e+06	4.65802e+06	5.52318e+06	7.05628e+06
P16070	P16070	CD44_HUMAN	CD44	CD44 antigen	1.43794e+06	2.53146e+06	4.98449e+06	4.91309e+06	5.9444e+06	6.32716e+06		4.11356e+06	4.23949e+06	4.02855e+06	4.8929e+06	5.13645e+06	4.04468e+06	5.06351e+06	4.27186e+06	5.56287e+06	5.02579e+06	4.07514e+06
P16104	Q8IUE6;P16104;Q96QV6	H2AX_HUMAN	H2AX	Histone H2AX		146344	1.07373e+06	464109	349474	268182			665911	901944	202414	304737			711141	811522	155253	574928
P16144	P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	94803.2		25411.6	70121.8	44744.5	85371.2		68082.3		139463	49400.1			80338.8	36938.6	26555	35993.7	50964.9
P16152	P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	1.8851e+06	2.0804e+06	1.82607e+06	2.40375e+06	3.79704e+06	2.48741e+06	1.20537e+06	2.30322e+06	2.54254e+06	1.76556e+06	3.79665e+06	3.35073e+06	674643	1.50589e+06	2.13948e+06	2.33297e+06	3.71365e+06	2.77391e+06
P16219	P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	2.37317e+06	2.5932e+06	3.08175e+06	2.39625e+06	715813	2.20806e+06	2.344e+06	3.56283e+06	1.74523e+06			739831	576430	2.22207e+06	1.16232e+06	1.55439e+06	680651	930110
P16278	P16278	BGAL_HUMAN	GLB1	Beta-galactosidase				277980	647049	280733			359779		781731	607039		342411	648586	291083	818122	408135
P16401	P16401	H15_HUMAN	H1-5	Histone H1.5	247453	509482	1.23522e+06	1.0944e+06	264163	392086			915469	1.57281e+06	242956	380558		274950	1.81511e+06	1.36143e+06	226433	326085
P16403	P16403	H12_HUMAN	H1-2	Histone H1.2		199390	430047	347579	50431.3	124450			371196	435199	81423.3	166622			683702	547795	104496	130196
P16930	P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	508503	195081	172328	733878	224838	415915	184447	668075	468100	467539	206636	229514	101835	988117	98811.5	170007	222852	306805
P16949	P16949	STMN1_HUMAN	STMN1	Stathmin	2.39805e+06	3.28617e+06	2.41908e+06	2.3792e+06	2.03986e+06	1.91341e+06	1.62075e+06	2.83388e+06	2.42711e+06	2.25969e+06	3.60434e+06	3.67089e+06	7.08162e+06	3.29308e+06	3.00378e+06	5.35572e+06	3.77374e+06	3.38364e+06
P16989	P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	2.20795e+06	1.597e+06	969813	2.00988e+06	845670	430029	2.27126e+06	2.27902e+06	1.81414e+06	1.33215e+06	888993	913889	4.16635e+06	1.62744e+06	1.69181e+06	1.84586e+06	922384	999412
P16989;P67809	P16989;P67809;Q9Y2T7	YBOX1_HUMAN;YBOX3_HUMAN	YBX1;YBX3	Y-box-binding protein 3	353786	391094	176279	414866	255225	142564		433774	322957		273788	382039	120787	212036	448779	535133	318280	419824
P17096	P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	7.48352e+06	5.57609e+06	8.88838e+06	9.78677e+06	4.79179e+06	1.15055e+07	6.48469e+06	8.61594e+06	8.28582e+06	1.04464e+07	3.60837e+06	4.88815e+06	4.34851e+06	3.03929e+06	6.23078e+06	7.51372e+06	3.68792e+06	8.53505e+06
P17174	P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	453878	345019	294415	414952	539904	517199		332390	341596	465476	803118	576191	1.02774e+07	287548	361737	327485	768584	526957
P17301	P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	174592	267308	178901	89557.2	282866	249221	324848		262673	165218	159162	242859		107427	214588	109181	169066	322896
P17405	P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase	29639.7		176264	173672	462086	255810		64270.4	194437	103645	569003	379612		162578	372545	181942	522143	291174
P17655	P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	465088	648488	709012	536840	934786	845648	2.2061e+06	517821	511681	619566	973361	1.08838e+06		452635	550695	717057	1.21647e+06	982361
P17812	P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	531865	462825	578961	436542	589621	479364	2.21022e+06	434001	460488	502160	556270	497496		264602	457523	604966	612304	502912
P17844;Q92841	Q92841;P17844	DDX17_HUMAN;DDX5_HUMAN	DDX17;DDX5	Probable ATP-dependent RNA helicase DDX5	1.34673e+06	1.29554e+06		685569	579186	891077	858502	801271	781864	757322	687030	800686	1.88088e+06	984214	940845	1.1872e+06	663548	673537
P17900	P17900	SAP3_HUMAN	GM2A	Ganglioside GM2 activator			97026.4	109267	87129.7				81771.2		87423.9	84286.4		1.28966e+06	57221		40454.2	40262.1
P17931	P17931	LEG3_HUMAN	LGALS3	Galectin-3			288878	1.07597e+06	801147	755419			687507		875132	962021		643996		541982	689749	1.02324e+06
P17936	P17936	IBP3_HUMAN	IGFBP3	Insulin-like growth factor-binding protein 3	1.74479e+06	1.68523e+06	2.48913e+06	2.64727e+06	2.565e+06	3.9683e+06	1.02911e+06	1.78162e+06	1.63713e+06	2.29277e+06	2.80441e+06	2.77292e+06	2.46805e+06	3.31391e+06	1.9277e+06	3.50826e+06	2.96588e+06	2.44804e+06
P17980	P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	1.0964e+06	1.2671e+06	1.03255e+06	1.17272e+06	711593	898417		866185	1.34308e+06	1.52089e+06	998748	913518	758452	834502	1.02157e+06	1.08548e+06	941212	990593
P17987	P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	2.54999e+06	2.61554e+06	2.81782e+06	2.51798e+06	1.98546e+06	2.03777e+06	1.05183e+06	2.02119e+06	2.75921e+06	2.20037e+06	2.08538e+06	2.04468e+06	2.2603e+06	1.86989e+06	2.78397e+06	2.45315e+06	2.08182e+06	2.22447e+06
P18065	P18065	IBP2_HUMAN	IGFBP2	Insulin-like growth factor-binding protein 2	3.86987e+06	5.27002e+06	1.14488e+07	7.44326e+06	5.61871e+06	1.52932e+07	6.28027e+06	8.43645e+06	3.53382e+06	6.30884e+06	8.26113e+06	6.97708e+06	4.38089e+06	7.04538e+06	1.30297e+06	9.05548e+06	8.38115e+06	7.75538e+06
P18077	P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	2.27015e+06	2.08926e+06	1.33207e+06	1.85282e+06	781454	505626	607913	2.05922e+06	2.19382e+06	1.29178e+06	764032	741681	4.63543e+06	1.16266e+06	1.67916e+06	1.57767e+06	793134	915960
P18085	P84077;P84085;P18085;P61204	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	1.76333e+06	1.37861e+06	1.61785e+06	1.55447e+06	2.13552e+06	1.16886e+06	920928	1.11037e+06	1.08844e+06	1.47439e+06	2.96319e+06	1.90444e+06	1.34006e+06	1.79148e+06	1.62796e+06	1.49167e+06	2.87752e+06	1.77086e+06
P18124	P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	2.47145e+06	2.89153e+06	2.02291e+06	2.79976e+06	1.15665e+06	887587	1.62907e+06	2.82578e+06	2.74612e+06	1.83809e+06	893492	947221	6.53932e+06	2.30531e+06	2.26633e+06	2.01912e+06	1.00328e+06	1.32943e+06
P18206	P18206	VINC_HUMAN	VCL	Vinculin	4.58187e+06	3.95751e+06	4.74188e+06	3.75767e+06	3.4707e+06	3.73431e+06	4.64087e+06	4.1787e+06	4.07103e+06	4.60076e+06	2.48627e+06	3.06555e+06	3.22491e+06	5.09372e+06	3.47694e+06	3.7141e+06	2.42037e+06	3.6644e+06
P18621	P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17	2.57269e+06	2.1118e+06	1.73119e+06	2.38842e+06	1.01358e+06	921298	1.84591e+06	2.25891e+06	2.4322e+06	1.91065e+06	857561	879638	3.4267e+06	2.23848e+06	2.18196e+06	1.97827e+06	934721	1.19089e+06
P18669	P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	7.93226e+06	8.65653e+06	9.29887e+06	1.09085e+07	1.34542e+07	1.19e+07	7.79825e+06	8.7001e+06	1.11326e+07	9.58763e+06	1.44591e+07	1.46539e+07	8.80491e+06	8.77431e+06	1.03983e+07	1.09453e+07	1.37856e+07	1.19124e+07
P18827	P18827	SDC1_HUMAN	SDC1	Syndecan-1	2.98151e+06	2.29678e+06	1.03353e+07	1.28413e+07	1.43283e+07	1.514e+07		5.66861e+06	1.18567e+07	1.49138e+07	1.16435e+07	1.02723e+07	1.49955e+07	2.10324e+07	1.56448e+07	1.62011e+07	1.19435e+07	1.07436e+07
P19013	P19013	K2C4_HUMAN	KRT4	Keratin, type II cytoskeletal 4		1.28994e+06	1.73455e+06	151293		539790	1.50132e+06			186481						1.23403e+06		
P19013;Q8N1N4	Q7RTS7;Q8N1N4;P19013;Q86Y46;P12035;Q3SY84	K2C4_HUMAN;K2C78_HUMAN	KRT4;KRT78	Keratin, type II cytoskeletal 4	1.44227e+06	1.14112e+06	369938	1.52263e+06		387331	231437	802987				226306		1.68538e+06		386046		834573
P19021	P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase		558246	726455	480843	915991	1.13859e+06			351192		810056	1.07307e+06			704508	909714	746195	988905
P19022	P19022	CADH2_HUMAN	CDH2	Cadherin-2		143890	895852	750113	1.32091e+06	1.85001e+06		573681	718594	906771	1.20073e+06	1.23228e+06	334131	782970	1.11631e+06	1.16737e+06	1.21797e+06	1.67445e+06
P19320	P19320	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1	294543	234567	492304	248201	111956	226131		340130	198142	302200	106276	49875.2		453071	172354	238425	49633.2	116318
P19338	P19338	NUCL_HUMAN	NCL	Nucleolin	4.3957e+06	4.28875e+06	4.50366e+06	5.41045e+06	2.89402e+06	4.69256e+06	4.32473e+06	4.22372e+06	5.04416e+06	4.69461e+06	2.5829e+06	3.48347e+06	4.61035e+06	2.57341e+06	4.5138e+06	4.91519e+06	2.83025e+06	4.77693e+06
P19367	P19367	HXK1_HUMAN	HK1	Hexokinase-1	1.00185e+06	714785	1.6775e+06	2.04096e+06	916047	1.20516e+06	2.25237e+06	890348	2.0548e+06	1.79198e+06	709520	843432	3.94987e+06	588086	1.7267e+06	1.71649e+06	702304	1.3054e+06
P19623	P19623	SPEE_HUMAN	SRM	Spermidine synthase	1.01221e+06	1.25751e+06	952797	976382	950128	987980		1.27331e+06	928707	839298	1.10436e+06	791172		680173	836228	1.04978e+06	1.01396e+06	672524
P19823	P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	5.65223e+07	4.91135e+07	7.59179e+07	4.25003e+07	2.06194e+07	3.52749e+07	5.09496e+07	6.78061e+07	4.03583e+07	6.12471e+07	1.1665e+07	1.52058e+07	1.66293e+07	8.31432e+07	3.14747e+07	3.53079e+07	1.19269e+07	2.09977e+07
P19827	P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	8.72495e+06	5.51447e+06	1.0502e+07	5.39414e+06	3.20727e+06	4.64141e+06	6.7654e+06	1.0154e+07	7.26159e+06	4.36278e+06	1.43492e+06	1.54969e+06	6.04725e+06	1.1682e+07	5.03873e+06	4.37905e+06	1.14525e+06	2.28338e+06
P20023	P20023	CR2_HUMAN	CR2	Complement receptor type 2	247845	348152	266808	90544.3	44812.5			341347	173253	161536					131010			
P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	339659	277654	297008	358790	253094	447298	446429	442263	392627	414955	316996	288978		436069	339127	399068	288285	394640
P20073	P20073	ANXA7_HUMAN	ANXA7	Annexin A7	209773	137793	235725	247148	430620	290500		101941	213334	206215	484206	541821			220147	222562	508434	432652
P20290	P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	256716	387410	201569	145017	123525	174343		344218	317908		133407	259983			285781	297260	129889	116516
P20338	P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A		217704	246007	264013	202602	309314			175150	294289	224752	261528			230516	247824	235861	309931
P20340;Q9NRW1	Q9NRW1;P20340	RAB6A_HUMAN;RAB6B_HUMAN	RAB6A;RAB6B	Ras-related protein Rab-6A	180524	341628	71128.9	104025	203599	144927			194320	153099	223199	142758			66457.9		155391	111751
P20618	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	1.70556e+06	1.84237e+06	2.06611e+06	1.85404e+06	2.14279e+06	1.6317e+06	2.03292e+06	1.54367e+06	1.95763e+06	1.69807e+06	1.74675e+06	1.78943e+06	3.88227e+06	1.79894e+06	1.59928e+06	2.15925e+06	1.82081e+06	1.93029e+06
P20700	P20700	LMNB1_HUMAN	LMNB1	Lamin-B1			113906		105228	146141			88621.1	157020	111851	149081			61972.8	70364.7	98821.7	231938
P20742	P20742	PZP_HUMAN	PZP	Pregnancy zone protein	1.16871e+07	2.51383e+06	6.15579e+06	7.2063e+06	2.30173e+06	4.96355e+06	1.21289e+06	7.66994e+06	4.53236e+06	1.12873e+07	1.35779e+06	1.67326e+06		7.20127e+06	1.78218e+06	4.69133e+06	1.43167e+06	2.00894e+06
P20774	P20774	MIME_HUMAN	OGN	Mimecan	1.46157e+06	1.3905e+06	4.09836e+06	1.13678e+06	596123	1.1616e+06		2.53716e+06	992335	1.84426e+06	388557	528547		3.47449e+06	943371	1.36375e+06	455074	894840
P20810	P20810	ICAL_HUMAN	CAST	Calpastatin	347057	347686	292835	443802	367176	350045	244961	377754	417253	335928	494414	450540	480640	147065	402837	496905	425100	484140
P20908	P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	1.75643e+06	2.09809e+06	3.17366e+06	2.12915e+06	965390	1.77662e+06	5.51382e+06	3.13222e+06	1.44816e+06	2.75695e+06	706002	771771	4.77203e+06	3.89262e+06	1.42604e+06	1.69444e+06	666440	1.12088e+06
P20930	P20930	FILA_HUMAN	FLG	Filaggrin	928505	381245	65727.3	686426	140104			290748	98358.9			233215		1.50232e+06		153573		267273
P20962	P20962	PTMS_HUMAN	PTMS	Parathymosin	638178	698776	1.16963e+06	652909	755045	1.70396e+06	397408	861921	841112	807266	1.0979e+06	1.3033e+06	6.87521e+06	553924	726124	1.4558e+06	1.12058e+06	1.56741e+06
P21283	P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1		320690	113142	343002	424446	308150	447597		273761		409101	365651			261301	331648	301160	358089
P21291	P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	680736	574566	750718	733806	748625	794753	298942	581645	769305	582573	600886	614489	520368	556003	655960	732983	573492	664034
P21333	P21333	FLNA_HUMAN	FLNA	Filamin-A	8.29042e+06	8.47941e+06	7.69429e+06	8.25869e+06	6.50034e+06	6.46817e+06	7.53089e+06	7.66027e+06	1.01535e+07	8.27845e+06	6.08531e+06	6.59703e+06	9.57692e+06	7.7952e+06	8.86093e+06	8.6017e+06	6.28686e+06	7.96954e+06
P21333;Q14315	P21333;Q14315	FLNA_HUMAN;FLNC_HUMAN	FLNA;FLNC	Filamin-A	355108	624108	338924	527254	423193	522088	504189	484934	561025	617003	403301	382673		528030	420365	677747	406240	528925
P21399	P21399	ACOC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	516077	506572	313492	397109	474547	377822	132064	483634	547544	288084	402674	444336		412302	479215	394702	426547	422911
P21589	P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	887809	1.00271e+06	2.62725e+06	1.70979e+06	3.85101e+06	3.66837e+06	1.21509e+06	925980	2.16151e+06	1.57467e+06	3.97598e+06	4.27573e+06		1.32168e+06	2.00117e+06	2.08572e+06	3.94765e+06	4.23012e+06
P21731	P21731	TA2R_HUMAN	TBXA2R	Thromboxane A2 receptor	121224	106674	122000	98954.9	39116.2	65206.7		165577	75700.4	152433	9149.03	33437.8			44980.7	73665.6	23430.3	42881.3
P21741	P21741	MK_HUMAN	MDK	Midkine			126909	180831	417283	294132					598510	777169			50698.3	776549	697646	217595
P21926	P21926	CD9_HUMAN	CD9	CD9 antigen		119893	488603	590376	1.73298e+06	966065		225590	603805		1.70473e+06	1.6718e+06		279021	952489	957814	1.7327e+06	1.31265e+06
P21980	P49221;P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	1.45364e+07	1.43941e+07	1.22578e+07	1.68229e+07	1.22069e+07	1.07361e+07	1.75561e+07	1.61308e+07	1.90799e+07	1.43573e+07	1.02925e+07	1.13013e+07	9.30551e+06	1.13921e+07	1.2875e+07	1.38008e+07	1.0651e+07	1.27481e+07
